match,Name,overs,runs,wickets,Econ,zero,four,six,wide,noball
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,3,,,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,1,,,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,1,,,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,3,,,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,0,,,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,1,,,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,1,,,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,2,,,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,2,,,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,1,,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,0,,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,2,,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,2,,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,2,,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,1,,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,0,,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,0,,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,0,,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,0,,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,1,,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,1,,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,,0,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,,0,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,,3,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,,2,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,,0,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,,1,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,,0,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,,0,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,,0,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,,0,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,,1,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,,2,
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,,,0
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,,,0
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,,,0
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,,,0
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,,,0
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,,,0
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,,,0
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,,,0
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,,,0
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,,,0
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,,,0
"Eliminator (N), Chennai, May 24, 2023, Indian Premier League",,,,,,,,,,0
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",Mohammed Shami,,,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",Darshan Nalkande,,,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",Rashid Khan,,,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",Noor Ahmad,,,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",Mohit Sharma,,,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",Deepak Chahar,,,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",Tushar Deshpande,,,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",Maheesh Theekshana,,,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",Ravindra Jadeja,,,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",Matheesha Pathirana,,,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,4,,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,4,,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,4,,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,4,,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,4,,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,4,,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,4,,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,4,,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,4,,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,4,,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,28,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,44,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,37,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,29,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,31,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,29,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,43,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,28,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,18,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,37,,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,2,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,1,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,1,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,1,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,2,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,2,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,1,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,2,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,2,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,2,,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,7,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,11,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,9.25,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,7.25,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,7.75,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,7.25,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,10.75,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,7,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,4.5,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,9.25,,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,10,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,9,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,5,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,6,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,4,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,10,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,11,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,8,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,12,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,9,,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,2,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,4,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,2,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,3,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,3,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,2,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,6,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,1,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,2,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,2,,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,1,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,2,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,1,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,0,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,0,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,1,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,2,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,1,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,0,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,1,,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,,0,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,,0,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,,0,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,,0,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,,0,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,,3,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,,2,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,,0,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,,0,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,,7,
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,,,1
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,,,1
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,,,0
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,,,0
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,,,0
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,,,0
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,,,0
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,,,0
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,,,0
"Qualifier 1 (N), Chennai, May 23, 2023, Indian Premier League",,,,,,,,,,0
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",Mohammed Shami,,,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",Yash Dayal,,,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",Rashid Khan,,,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",Noor Ahmad,,,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",Mohit Sharma,,,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",Mohammed Siraj,,,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",Wayne Parnell,,,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",Vijaykumar Vyshak,,,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",Himanshu Sharma,,,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",Harshal Patel,,,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",Michael Bracewell,,,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,4,,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,4,,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,4,,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,4,,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,4,,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,4,,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,3.1,,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,4,,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,3,,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,4,,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,1,,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,39,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,39,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,24,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,39,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,54,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,32,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,42,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,40,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,28,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,29,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,16,,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,1,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,1,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,1,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,2,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,0,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,2,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,0,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,1,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,0,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,1,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,0,,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,9.75,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,9.75,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,6,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,9.75,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,13.5,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,8,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,13.26,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,10,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,9.33,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,7.25,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,16,,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,9,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,7,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,5,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,6,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,2,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,11,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,7,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,6,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,4,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,11,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,2,,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,7,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,5,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,1,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,4,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,8,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,2,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,6,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,2,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,3,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,2,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,0,,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,0,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,1,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,0,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,1,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,1,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,2,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,2,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,2,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,1,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,1,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,2,,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,,1,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,,0,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,,0,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,,2,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,,2,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,,2,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,,1,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,,2,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,,0,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,,2,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,,0,
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,,,0
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,,,0
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,,,0
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,,,0
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,,,0
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,,,0
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,,,1
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,,,0
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,,,0
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,,,0
"70th Match (N), Bengaluru, May 21, 2023, Indian Premier League",,,,,,,,,,0
"69th Match (D/N), Wankhede, May 21, 2023, Indian Premier League",Jason Behrendorff,,,,,,,,,
"69th Match (D/N), Wankhede, May 21, 2023, Indian Premier League",Cameron Green,,,,,,,,,
"69th Match (D/N), Wankhede, May 21, 2023, Indian Premier League",Chris Jordan,,,,,,,,,
"69th Match (D/N), Wankhede, May 21, 2023, Indian Premier League",Akash Madhwal,,,,,,,,,
"69th Match (D/N), Wankhede, May 21, 2023, Indian Premier League",Piyush Chawla,,,,,,,,,
"69th Match (D/N), Wankhede, May 21, 2023, Indian Premier League",Kumar Kartikeya,,,,,,,,,
"69th Match (D/N), Wankhede, May 21, 2023, Indian Premier League",Bhuvneshwar Kumar,,,,,,,,,
"69th Match (D/N), Wankhede, May 21, 2023, Indian Premier League",Nitish Kumar Reddy,,,,,,,,,
"69th Match (D/N), Wankhede, May 21, 2023, Indian Premier League",Mayank Dagar,,,,,,,,,
"69th Match (D/N), Wankhede, May 21, 2023, Indian Premier League",Kartik Tyagi,,,,,,,,,
"69th Match (D/N), Wankhede, May 21, 2023, Indian Premier League",Umran Malik,,,,,,,,,
"69th Match (D/N), Wankhede, May 21, 2023, Indian Premier League",Vivrant Sharma,,,,,,,,,
"69th Match (D/N), Wankhede, May 21, 2023, Indian Premier League",Aiden Markram,,,,,,,,,
